Earth science is the study of the Earth and its neighbors in space.	Ẹ̀kọ́ nípa ilẹ̀-ayé jẹ́ ẹ̀kọ́ ilẹ̀ ayé àti àwọn alábagbé rẹ̀ ní òfúrufú.
Tides are the rise and fall of sea levels caused by the gravitational forces exerted by the moon and the sun.	Ìyọ àti ìṣa omi jẹ́ ìlọsókè àti ìsọ̀kalẹ̀ omi òkun tó jẹ́ òkùnfà àpapọ̀ ipá òòfà òṣùpá àti ti oòrùn pẹ̀lú bí ayé ṣe nyí kiri.
Waves are moving ridges on the surface of a liquid like ocean water.	Ìjì-omi jẹ́ àwọn nkan bí ebè-gbọọrọ tó má nkọjá lọ lójú àwọn aṣọn bí omi òkun.
Beaches are areas of loose sediment like sand or gravel controlled by ocean processes.	Bebe-okun jẹ́ àwọn ibi tí ó ní àwọn ẹ̀sín wíwọ́ bí yanrìn tàbí okùta wẹ́wẹ́ tí ó wà lábẹ́ ìdarí àwọn ìgbésẹ̀ òkun.
An ecosystem is a natural community of plants, animals and the environment associated with them.	Ètò ọjọ̀-ẹ̀dá jẹ́ ijọ ayébáyé àwọn ọ̀gbìn, ẹran àti ibi tí a so wọ́n l'ọ́jọ̀ sí.
Marine organisms are living things that inhabit the oceans.	Àwọn ẹ̀dá-oníyè inú òkun jẹ́ àwọn nkan alààyè tí ó ngbé inú òkun.
The ocean ecosystem includes diverse habitats, from shallow coastal waters to deep sea trenches.	Ètò ọjọ̀-ẹ̀dá òkun pẹ̀lú oríṣiríṣi àwọn ibùgbé, láti omi ẹ̀bá òkun páláláá sí àwọn ihò òkun jíjìn.
Coral reefs are one of the most diverse ecosystems in the ocean.	Àwọn òkìtì bèbè òkun jẹ́ ọ̀kan lára àwọn ètò ọjọ̀-ẹ̀dá tó ní oríṣiríṣi jùlọ nínú òkun.
The deep sea is the lowest layer in the ocean, existing below 1,800 meters.	Ibi jíjìn òkun jẹ́ ìpele tó wà nísàlẹ̀ jùlọ nínú òkun, tí ó wà ní ìsàlẹ̀ ẹgbẹ̀rún mẹ́tàdínlógún mítà.
Ocean currents are continuous, directed movements of seawater.	Àwọn ìṣàn òkun jẹ́ àwọn ìpapòdà láìsinmi, tí ó ní ipa tí omi òkun.
The Gulf Stream is a powerful ocean current that influences climate patterns.	Iṣàn Afẹ́rẹ́gbẹ́ jẹ́ ìṣàn òkun alágbára tí ó ní ipa lórí àpẹẹrẹ sáà ojú-ọjọ́.
Ocean acidification is the ongoing decrease in the pH of the Earth's oceans, caused by the uptake of carbon dioxide from the atmosphere.	Ìdíkàn òkun jẹ́ ìdínkù tí ń bá ìpẹ̀kan àwọn òkun ayé lọ, tí ó wá látorí ìgbàmú òyì-èédú láti inú òyì ojú-ayé.
The ocean floor is divided into three major zones: the continental shelf, the continental slope, and the abyssal plain.	A pín ìsàlẹ̀ òkun sí ipele mẹ́ta pàtàkì: pẹpẹ ilẹ̀-gbígbẹ, gẹ̀rẹ̀ ilẹ̀-gbígbẹ, àti pẹpẹ jíjìn òkun.
Marine biology is the scientific study of organisms that live in the ocean.	Ẹ̀kọ́ nípa àwọn ẹ̀dá òkun jẹ́ ìkẹ́kọ̀ọ́ ìmọ̀-jìnlẹ̀ nípa àwọn ẹ̀dá tí ó ngbé inú òkun.
Marine ecology studies the relationships between marine organisms and their environment.	Ẹ̀kọ́ nípa ọjọ̀ òkun nkẹ́kọ̀ọ́ àwọn àjọṣe láàrín àwọn ẹ̀dá òkun àti àyíká wọn.
Marine geologists study the history and structure of the ocean floor.	Àwọn onímọ̀ ìṣẹ̀dálẹ̀-ayé òkun nkẹ́kọ̀ọ́ ìtàn àti ètò ìsàlẹ̀ òkun.
The Mariana Trench is the deepest known part of the world's oceans.	Ihò Mariana jẹ́ apá tí ó jìn jùlọ tí a mọ̀ nínú àwọn òkun àgbáyé.
The Pacific Ocean is the largest and deepest of Earth's oceanic divisions.	Òkun Pácífíkì jẹ́ èyí tí ó tóbi jùlọ tí ó sì jìn jùlọ nínú àwọn pínpín òkun ilẹ̀ ayé.
The Atlantic Ocean is the second largest of the world's oceans.	Òkun Àtlántíkì jẹ́ èyí tí ó tóbi jùlọ lẹ́yìn èkínní nínú àwọn òkun àgbáyé.
The Indian Ocean is the third largest of the world's oceanic divisions.	Òkun Índíà jẹ́ èyí tí ó tóbi jùlọ lẹ́yìn èkejì nínú àwọn pínpín òkun àgbáyé.
Sea level rise is one of the major effects of global climate change.	Ìgbéga ipò òkun jẹ́ ọ̀kan lára àwọn ipa pàtàkì tí ìyípadà sáà ojú-ọjọ́ àgbáyé.
Marine pollution is the harmful entry into the ocean of chemicals or particles.	Ìbàjẹ́ òkun jẹ́ ìwọlé olóró sínú òkun àwọn ẹlà tàbí èéṣí.
Plastic pollution has become a major concern for ocean health.	Ìbàjẹ́ pẹ́lásítíkì ti di ìdààmú pàtàkì fún ìlera òkun.
Overfishing is the removal of a species of fish from a body of water at a rate greater than the species can replenish.	Ìpẹja jù jẹ́ yíyọ ẹ̀yà ẹja kan kúrò nínú agbègbè omi kan ní òsùwọ̀n tí ó ju èyí tí ẹ̀yà náà lè tún ra padà.
Fisheries management involves regulating when, where, how, and how much fishermen are allowed to harvest.	Ìṣàkóso iṣẹ́ ẹja pẹ̀lú ìtọ́sọ́nà ìgbà, ibi, bí àti iye tí a fún àwọn apẹja láṣẹ láti kórè.
Desalination is the process of removing salt from seawater to make it suitable for drinking.	Ìyọyọ̀kúrò jẹ́ ìgbésẹ̀ tí a fi nyọ iyọ̀ kúrò nínú omi òkun láti jẹ́ kí ó bá lè yẹ fún mímu.
Ocean thermal energy conversion uses the temperature difference between cooler deep and warmer surface ocean waters to run a heat engine.	Ìyípadà agbára ìgbóná òkun nlò ìyàtọ̀ ìgbóná láàrín omi òkun jíjìn tútù àti ti ojú tí ó gbóná láti lo ẹ̀rọ okun-iná.
Marine archeology is the study of human interaction with the sea, lakes and rivers through the study of physical remains.	Ẹ̀kọ́ nípa àwọn ìṣẹ̀dálẹ̀ ẹ̀dá láti ọjọ́ pípẹ́ nínú òkun jẹ́ ìkẹ́kọ̀ọ́ ìbáṣepọ̀ ènìyàn pẹ̀lú òkun, àwọn adágún àti àwọn odò nípasẹ̀ ìkẹ́kọ̀ọ́ àwọn ẹ̀kú tí ó kù.
The Sargasso Sea is a region of the North Atlantic Ocean that is bounded by four currents.	Òkun Sàrgásò jẹ́ agbègbè ti Òkun Àríwá Àtlántíkì tí a fi àwọn ìṣàn mẹ́rin pààlà sí.
Ocean conservation aims to protect and preserve the marine environment and its resources.	Ìtọ́jú òkun ní èrò láti dáàbò bo kí ó sì pa àyíká òkun àti àwọn ohun ìní rẹ̀ mọ́.
Astronomy is a natural science that deals with the study of celestial objects.	Ẹ̀kọ́ nípa àwọn ẹ̀dá-t'ọ̀run jẹ́ ẹ̀kọ́ ìmọ̀-jìnlẹ̀ ayébáyé tó wà fún kíkọ́ nípa àwọn ẹ̀dá t'ọ̀run.
Astronomers study celestial phenomena like stars, planets, comets, nebulae, star clusters and galaxies.	Àwọn onímọ̀ ẹ̀dá-t'ọ̀run nkẹ́kọ̀ọ́ àwọn ìṣẹ̀lẹ̀ òrun bí àwọn ìràwọ̀, ìsọ̀gbè oòrùn, ìràwọ̀ onírù, erukutu-ọ̀run, agbo ìràwọ̀, at'àwọn àjọọ̀ràwọ̀.
Astronomers also study phenomena that originate outside the atmosphere of Earth.	Àwọn onímọ̀ ẹ̀dá-t'ọ̀run tún nkẹ́kọ̀ọ́ àwọn ìṣẹ̀lẹ̀ tó wá lóde òyì-ojú ayé sọ́hun.
The Solar System is made up of all the planets that orbit our Sun.	Ètò Oòrùn oun ìsọ̀gbè rẹ̀ jẹ́ àpapọ̀ gbogbo àwọn ayé tó nyí káàkiri oòrùn wa.
In addition to planets, the Solar System also consists of moons, comets, asteroids, and dust and gas.	Yàtọ̀ sí àwọn ayé, Ètò Oòrùn oun ìsọ̀gbè rẹ̀ tún ní àwọn òṣùpá, ìràwọ̀-oniru, ìsọ̀gbé-wuuru, erukutu, àti òyì.
A star is a massive, luminous sphere of plasma held together by gravity.	Ìràwọ̀ jẹ́ òkìríbítí ẹ̀dá t'ọ̀run tí a fi òòfà fà mọra tó sì ntan ìtanná tirẹ̀.
A planet is a celestial body orbiting a star.	Ayé jẹ́ àwọn ẹ̀dá tó nyi ìràwọ̀ kiri.
The universe is the totality of everything that exists, including all matter and energy.	Àgbáyé jẹ́ gbogbo ẹ̀dá àti gbogbo agbára tó wà.
Space is an infinite three-dimensional expanse in which all matter exists.	Òfúrufú jẹ́ àyè aláìlópin olómú mẹ́ta níbi tí gbogbo ohun tí ó wà.
The Milky Way is the galaxy that contains our Solar System.	Ọ̀nà Ónjẹ̀ jẹ́ àjọọ̀ràwọ̀ tí ó ní Ètò Oòrùn oun ìsọ̀gbè rẹ̀ wa.
A galaxy is a gravitationally bound system of stars, stellar remnants, interstellar gas, dust, and dark matter.	Àjọọ̀ràwọ̀ jẹ́ ètò àwọn ìràwọ̀ tí òòfà so pọ̀, àwọn ẹ̀kú ìràwọ̀, òyì láàrín ìràwọ̀, erukutu, àti ohun dúdú.
A constellation is a group of stars that forms a pattern in the night sky.	Àjọìràwọ̀ jẹ́ ẹgbẹ́ àwọn ìràwọ̀ tí ó ṣe àpẹẹrẹ kan ní ojú ọ̀run òru.
A comet is a small, icy object that, when passing close to the Sun, warms and begins to release gases.	Ìràwọ̀-onírù jẹ́ ohun kékeré, tí ó ní títutù tí, nígbà tí ó bá n kọjá sí ẹ̀gbẹ́ Oòrùn, ó gbóná ó sì bẹ̀rẹ̀ sí ní túu àwọn òyì sílẹ̀.
Asteroids are small, rocky objects that orbit the Sun.	Àwọn ìsọ̀gbè-wuuru jẹ́ àwọn ohun kékeré, tí ó ní àpáta tí ó nyí Oòrùn ká.
A nebula is a giant cloud of dust and gas in space.	Erukutu ọ̀run jẹ́ ikúùkù nlá ti erukutu àti òyì nínú òfúrufú.
A star cluster is a group of stars that are bound together by gravity.	Agbo ìràwọ̀ jẹ́ ẹgbẹ́ àwọn ìràwọ̀ tí òòfà so pọ̀.
The Moon is Earth's only natural satellite.	Òṣùpá jẹ́ ìsọ̀gbè ayébáyé ayé kan ṣoṣo.
Venus is the second planet from the Sun and is often called Earth's sister planet.	Àgùàlà jẹ́ ayé kejì láti Oòrùn ó sì jẹ́ pípè ní ẹ̀gbọ́n obìnrin ayé.
Mars is the fourth planet from the Sun and is known as the Red Planet.	Àlùkòrín jẹ́ ayé kẹrin láti Oòrùn ó sì jẹ́ mímọ̀ sí Ayé Pupa.
Jupiter is the largest planet in our Solar System.	Júpítà jẹ́ ayé tí ó tóbi jùlọ nínú Ètò Oòrùn oun ìsọ̀gbè rẹ̀ wa.
Saturn is known for its beautiful ring system.	Sátánì jẹ́ mímọ̀ fún ètò ẹ̀gbà rẹ̀ tí ó lẹ́wà.
Uranus was the first planet discovered with the aid of a telescope.	Úránọ̀sì jẹ́ ayé àkọ́kọ́ tí a ṣe àwárí rẹ̀ pẹ̀lú ìrànlọ́wọ́ ẹ̀rọ ìrí-jìn.
Neptune is the eighth and farthest known planet from the Sun.	Nẹ́tùnù jẹ́ ayé kẹjọ ó sì jẹ́ èyí tí ó jìnnà jùlọ tí a mọ̀ láti Oòrùn.
Pluto was once considered the ninth planet but is now classified as a dwarf planet.	Plútò jẹ́ kà tẹ́lẹ̀ bí ayé kẹsàn ṣùgbọ́n a ti pè é báyìí ní ayé kékeré.
Mercury is the smallest and innermost planet in the Solar System.	Mẹ́kúrì jẹ́ ayé tí ó kéré jùlọ tí ó sì wà ní inú jùlọ nínú Ètò Oòrùn oun ìsọ̀gbè rẹ̀.
